PO20240005408400010001N                                                     Summary(Raw Mat Dom)                    00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400011001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400020001N                                                     Summary(Raw Mat Imp)                    00000000000.0000IMPORT                                                                                                                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400021001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400030001Y698100D560   Summary(BOP)                                                                    00000285802.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                             00000285802.0000                                                                                                                                                                                                                                                                                                                                    20240726SUPLY20240726SUPLY
PO20240005408400030002N698100D560   Summary(Control Component)                                                      00000000000.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400031001Y                                                                                             00000285802.0000                                                                                                                                                                                                                                                                                                                                                                 00000285802.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400040001N698100D560   Summary(BOP)                                                                    00000000000.0000IMPORT                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400040002N698100D560   Summary(Control Component)                                                      00000000000.0000IMPORT                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400041001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400050001N                                                     Summary(Process Cost)                   00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400050002N             Summary(Other)                                                                  00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400051001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400061001Y                                                                                             00000285802.0000                                                                                                                                                                                                                                                                                                                                                                 00000285802.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400071001Y                                                                                             00000026432.0000                                                                                                    00000000009.2500                                                                                                                                                                                                                                             00000007722.0000                                                                                                    00000000002.7000                                                                                                                                                00000018710.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400081001Y                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400090001N                                                     Summary(Packaging Cost)                 00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PO20240005408400090002N                                                     Summary(Logistics Cost)                 00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PO20240005408400091001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
