PO20240005410200698400K260  2SKI          IDR**00000203683.000000000000000.0000                                                                                                                                             202408019999123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y001698400K260  IDR000000001.0000000000184971.000000000018712.0000                                   00000000000.0000                        010.12              20240726WARP 20240726SUPLY
PO2024000541030069840VT010A 2SKI          IDR**00000214581.000000000000000.0000                                                                                                                                             202408019999123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y00169840VT010A IDR000000001.0000000000207953.000000000006628.0000                                   00000000000.0000                        003.19              20240726WARP 20240726SUPLY
PO202400054442005511606040  SMM1          THB**00000000014.980000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015511606040  THB000000001.0000000000000014.720000000000000.2600                                   00000000000.0000                        001.77              20240726WARP 20240726SUPLY
PO202400054443005511606050  SMM1          THB**00000000012.750000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015511606050  THB000000001.0000000000000012.610000000000000.1400                                   00000000000.0000                        001.11              20240726WARP 20240726SUPLY
PO202400054444005511906040  SMM1          THB**00000000013.980000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015511906040  THB000000001.0000000000000013.410000000000000.5700                                   00000000000.0000                        004.25              20240726WARP 20240726SUPLY
PO202400054445005515506040  SMM1          THB**00000000013.300000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015515506040  THB000000001.0000000000000012.670000000000000.6300                                   00000000000.0000                        004.97              20240726WARP 20240726SUPLY
PO202400054446005516306040  SMM1          THB**00000000010.580000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015516306040  THB000000001.0000000000000010.420000000000000.1600                                   00000000000.0000                        001.54              20240726WARP 20240726SUPLY
PO202400054447005519506060  SMM1          THB**00000000023.380000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015519506060  THB000000001.0000000000000022.080000000000001.3000                                   00000000000.0000                        005.89              20240726WARP 20240726SUPLY
PO202400054448005519506070  SMM1          THB**00000000065.030000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015519506070  THB000000001.0000000000000063.550000000000001.4800                                   00000000000.0000                        002.33              20240726WARP 20240726SUPLY
PO202400054449005523906070  SMM1          THB**00000000003.340000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015523906070  THB000000001.0000000000000003.170000000000000.1700                                   00000000000.0000                        005.36              20240726WARP 20240726SUPLY
PO202400054450005808806030  SMM1          THB**00000000177.190000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015808806030  THB000000001.0000000000000172.020000000000005.1700                                   00000000000.0000                        003.01              20240726WARP 20240726SUPLY
PO202400054451005808806040  SMM1          THB**00000000174.390000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015808806040  THB000000001.0000000000000169.530000000000004.8600                                   00000000000.0000                        002.87              20240726WARP 20240726SUPLY
PO202400054452005810906040  SMM1          THB**00000000170.880000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015810906040  THB000000001.0000000000000159.490000000000011.3900                                   00000000000.0000                        007.14              20240726WARP 20240726SUPLY
PO202400054453005830606150  SMM1          THB**00000000324.980000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015830606150  THB000000001.0000000000000296.420000000000028.5600                                   00000000000.0000                        009.63              20240726WARP 20240726SUPLY
PO202400054454005833806080  SMM1          THB**00000000042.850000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015833806080  THB000000001.0000000000000039.360000000000003.4900                                   00000000000.0000                        008.87              20240726WARP 20240726SUPLY
PO202400054455005833906090  SMM1          THB**00000000042.850000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015833906090  THB000000001.0000000000000039.360000000000003.4900                                   00000000000.0000                        008.87              20240726WARP 20240726SUPLY
PO202400054456005836106040  SMM1          THB**00000000008.790000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015836106040  THB000000001.0000000000000008.100000000000000.6900                                   00000000000.0000                        008.52              20240726WARP 20240726SUPLY
PO202400054457005836206040  SMM1          THB**00000000008.790000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015836206040  THB000000001.0000000000000008.100000000000000.6900                                   00000000000.0000                        008.52              20240726WARP 20240726SUPLY
PO202400054458005836706050  SMM1          THB**00000000014.420000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015836706050  THB000000001.0000000000000013.120000000000001.3000                                   00000000000.0000                        009.91              20240726WARP 20240726SUPLY
PO202400054459005836806060  SMM1          THB**00000000036.830000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015836806060  THB000000001.0000000000000034.730000000000002.1000                                   00000000000.0000                        006.05              20240726WARP 20240726SUPLY
PO202400054460005836906120  SMM1          THB**00000000028.650000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015836906120  THB000000001.0000000000000026.740000000000001.9100                                   00000000000.0000                        007.14              20240726WARP 20240726SUPLY
PO202400054461005836906130  SMM1          THB**00000000017.230000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015836906130  THB000000001.0000000000000016.380000000000000.8500                                   00000000000.0000                        005.19              20240726WARP 20240726SUPLY
PO202400054462006162706120  SMM1          THB**00000000002.700000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0016162706120  THB000000001.0000000000000002.660000000000000.0400                                   00000000000.0000                        001.50              20240726WARP 20240726SUPLY
PO202400054463006424106110  SMM1          THB**00000000182.110000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0016424106110  THB000000001.0000000000000172.490000000000009.6200                                   00000000000.0000                        005.58              20240726WARP 20240726SUPLY
PO202400054464006443106130  SMM1          THB**00000000042.790000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0016443106130  THB000000001.0000000000000038.820000000000003.9700                                   00000000000.0000                        010.23              20240726WARP 20240726SUPLY
PO202400054465006443206060  SMM1          THB**00000000042.790000000000000.0000                                                                                                                                             202304012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0016443206060  THB000000001.0000000000000038.820000000000003.9700                                   00000000000.0000                        010.23              20240726WARP 20240726SUPLY
PO20240005446600576030A011  SMM1          THB**00000000143.000000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y001576030A011  THB000000001.0000000000000139.010000000000003.9900                                   00000000000.0000                        002.87              20240726WARP 20240726SUPLY
PO20240005446700576040A011  SMM1          THB**00000000143.000000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y001576040A011  THB000000001.0000000000000139.010000000000003.9900                                   00000000000.0000                        002.87              20240726WARP 20240726SUPLY
PO20240005446800576150A061  SMM1          THB**00000000073.470000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y001576150A061  THB000000001.0000000000000067.340000000000006.1300                                   00000000000.0000                        009.10              20240726WARP 20240726SUPLY
PO20240005446900576160A061  SMM1          THB**00000000073.470000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y001576160A061  THB000000001.0000000000000067.340000000000006.1300                                   00000000000.0000                        009.10              20240726WARP 20240726SUPLY
PO2024000544700057617F4020  SMM1          THB**00000000028.400000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y00157617F4020  THB000000001.0000000000000026.940000000000001.4600                                   00000000000.0000                        005.42              20240726WARP 20240726SUPLY
PO202400054471005763302090  SMM1          THB**00000000035.750000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015763302090  THB000000001.0000000000000032.790000000000002.9600                                   00000000000.0000                        009.03              20240726WARP 20240726SUPLY
PO202400054472005831502121  SMM1          THB**00000000044.350000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015831502121  THB000000001.0000000000000039.960000000000004.3900                                   00000000000.0000                        010.99              20240726WARP 20240726SUPLY
PO202400054473005831602081  SMM1          THB**00000000044.350000000000000.0000                                                                                                                                             202110012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015831602081  THB000000001.0000000000000039.960000000000004.3900                                   00000000000.0000                        010.99              20240726WARP 20240726SUPLY
PO202400054474005519506071A SMM1          THB**00000000035.690000000000000.0000                                                                                                                                             202404012099123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0015519506071A THB000000001.0000000000000035.100000000000000.5900                                   00000000000.0000                        001.68              20240726WARP 20240726SUPLY
PO20240005494500531110K921  TGT1          THB**00000000214.4900                                                                                                                                                             2024090129991231                                                                Other                                          2024072520240725202407252024072520240725  11 16                                                                                                                                                                                          N001                                              00000000214.4900                                                                                 MA24000549470020240725666012024072566601
PO20240005494600754460K010  TGT1          THB**00000000462.6500                                                                                                                                                             2024090129991231                                                                Other                                          2024072520240725202407252024072520240725  11 16                                                                                                                                                                                          N001                                              00000000462.6500                                                                                 MA24000549470020240725666012024072566601
PO202400054948004265202U32  BS11          THB**00000001245.000000000000000.0000                                                                                                                                             202404029999123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0014265202U32  THB000000001.0000000000001234.000000000000011.0000                                   00000000000.0000                        000.89              20240726WARP 20240726SUPLY
PO202400054949004265202U33  BS11          THB**00000001245.000000000000000.0000                                                                                                                                             202404029999123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0014265202U33  THB000000001.0000000000001234.000000000000011.0000                                   00000000000.0000                        000.89              20240726WARP 20240726SUPLY
PO202400054950004265206E32  BS11          THB**00000001420.000000000000000.0000                                                                                                                                             202404029999123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0014265206E32  THB000000001.0000000000001408.000000000000012.0000                                   00000000000.0000                        000.85              20240726WARP 20240726SUPLY
PO202400054951004265206E42  BS11          THB**00000001649.000000000000000.0000                                                                                                                                             202404029999123120240725                                                        Other                               00N202407252024072520240725202407252024072520240725NN11                                                                                                                                                                                             Y0014265206E42  THB000000001.0000000000001635.000000000000014.0000                                   00000000000.0000                        000.86              20240726WARP 20240726SUPLY
