PE20240005411100050002N             Summary(Other)                                                                  00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411100051001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411100061001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.000000000239818.000000000239818.0000                20240726WARP 20240726SUPLY
PE20240005411100071001Y                                                                                             00000239818.0000                                                                                                    00000000000.0000                                                                                                                                                                                                                                             00000231400.0000                                                                                                    00000000000.0000                                                                                                                                                00000008418.0000                                                20240726WARP 20240726SUPLY
PE20240005411100081001Y                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411100091001Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  20240726WARP 20240726SUPLY
PE20240005411100100001N             Summary(Exp. Tooling/pc)                Summary(Exp. Tooling/pc)                00000000000.0000IMPORT                                                                                                                              00000000001.000000000000000.000000000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411100101001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411100111001Y                                                                                             00000239818.0000                                                                                                                                                                                                                                                                                                                                                                 00000231400.0000                                                                                                                                                                                                                                                                    00000008418.000000000239818.000000000239818.000000000000000.000020240726WARP 20240726SUPLY
PE20240005411100121001Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  20240726WARP 20240726SUPLY
PE20240005411100131001Y                                                                                             00000239818.0000                                                                                                                                                                                                                                                                                                                                                                 00000231400.0000                                                                                                                                                                                                                                                                    00000008418.0000                                                20240726WARP 20240726SUPLY
PE20240005411100141001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411100210001N                                                     Logistics Cost                          00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PE20240005411100211001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411100220001N                                                     Packaging Cost                          00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PE20240005411100221001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411100230001N                                                     Handling Cost                           00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PE20240005411100231001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200010001N                                                     Summary(Raw Mat Dom)                    00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200011001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.000000000198273.000000000198273.0000                20240726WARP 20240726SUPLY
PE20240005411200020001N                                                     Summary(Raw Mat Imp)                    00000000000.0000IMPORT                                                                                                                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200021001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200030001Y698300K120   Summary(BOP)                                                                    00000186730.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                             00000186730.0000                                                                                                                                                                                                                                                                                                                                    20240726SUPLY20240726SUPLY
PE20240005411200030002N698300K120   Summary(Control Component)                                                      00000000000.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200031001Y                                                                                             00000186730.0000                                                                                                                                                                                                                                                                                                                                                                 00000186730.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200040001N698300K120   Summary(BOP)                                                                    00000000000.0000IMPORT                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200040002N698300K120   Summary(Control Component)                                                      00000000000.0000IMPORT                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200041001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200050001N                                                     Summary(Process Cost)                   00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200050002N             Summary(Other)                                                                  00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200051001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200061001Y                                                                                             00000186730.0000                                                                                                                                                                                                                                                                                                                                                                 00000186730.0000                                                                                                                                                                                                                                                                    00000000000.000000000198273.000000000198273.0000                20240726WARP 20240726SUPLY
PE20240005411200071001Y                                                                                             00000011543.0000                                                                                                    00000000006.1800                                                                                                                                                                                                                                             00000009091.0000                                                                                                    00000000004.8700                                                                                                                                                00000002452.0000                                                20240726WARP 20240726SUPLY
PE20240005411200081001Y                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200091001Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  20240726WARP 20240726SUPLY
PE20240005411200100001N             Summary(Exp. Tooling/pc)                Summary(Exp. Tooling/pc)                00000000000.0000IMPORT                                                                                                                              00000000001.000000000000000.000000000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411200101001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200111001Y                                                                                             00000198273.0000                                                                                                                                                                                                                                                                                                                                                                 00000195821.0000                                                                                                                                                                                                                                                                    00000002452.000000000198273.000000000198273.000000000000000.000020240726WARP 20240726SUPLY
PE20240005411200121001Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  20240726WARP 20240726SUPLY
PE20240005411200131001Y                                                                                             00000198273.0000                                                                                                                                                                                                                                                                                                                                                                 00000195821.0000                                                                                                                                                                                                                                                                    00000002452.0000                                                20240726WARP 20240726SUPLY
PE20240005411200141001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200210001N                                                     Logistics Cost                          00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PE20240005411200211001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200220001N                                                     Packaging Cost                          00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PE20240005411200221001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411200230001N                                                     Handling Cost                           00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PE20240005411200231001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411300010001N                                                     Summary(Raw Mat Dom)                    00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411300011001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.000000000128975.000000000128975.0000                20240726WARP 20240726SUPLY
PE20240005411300020001N                                                     Summary(Raw Mat Imp)                    00000000000.0000IMPORT                                                                                                                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PE20240005411300021001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726WARP 20240726SUPLY
PE20240005411300030001Y698300K250   Summary(BOP)                                                                    00000095982.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                             00000095982.0000                                                                                                                                                                                                                                                                                                                                    20240726SUPLY20240726SUPLY
PE20240005411300030002N698300K250   Summary(Control Component)                                                      00000000000.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
