1120000E630  STM1E645B   **  NCA YN PO202400055709002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E630  STM1E867B   **  NCA YN PO202400055709002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E630  STM1F645B   **  NCA YN PO202400055777002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E630  STM1F867B   **  NCA YN PO202400055777002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E640  STM1A274D   **  NCA YN PO202400055629002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E640  STM1E645B   **  NCA YN PO202400055727002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E640  STM1E867B   **  NCA YN PO202400055727002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E640  STM1F645B   **  NCA YN PO202400055795002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E640  STM1F867B   **  NCA YN PO202400055795002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E650  STM1A274D   **  NCA YN PO202400055630002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E650  STM1E645B   **  NCA YN PO202400055728002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E650  STM1F645B   **  NCA YN PO202400055796002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E650  STM1F867B   **  NCA YN PO202400055796002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E690  STM1A274D   **  NCA YN PO202400055612002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E690  STM1E645B   **  NCA YN PO202400055710002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E690  STM1E867B   **  NCA YN PO202400055710002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E690  STM1F645B   **  NCA YN PO202400055778002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E690  STM1F867B   **  NCA YN PO202400055778002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E700  STM1A274D   **  NCA YN PO202400055660002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E700  STM1E645B   **  NCA YN PO202400055758002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E700  STM1E867B   **  NCA YN PO202400055758002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E700  STM1F645B   **  NCA YN PO202400055826002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E700  STM1F867B   **  NCA YN PO202400055826002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E710  STM1A274D   **  NCA YN PO202400055627002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E710  STM1E645B   **  NCA YN PO202400055725002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E710  STM1E867B   **  NCA YN PO202400055725002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E710  STM1F645B   **  NCA YN PO202400055793002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E710  STM1F867B   **  NCA YN PO202400055793002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E730  STM1A274D   **  NCA YN PO202400055626002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E730  STM1E645B   **  NCA YN PO202400055724002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E730  STM1F645B   **  NCA YN PO202400055792002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E730  STM1F867B   **  NCA YN PO202400055792002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E740  STM1A274D   **  NCA YN PO202400055628002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E740  STM1E645B   **  NCA YN PO202400055726002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E740  STM1F645B   **  NCA YN PO202400055794002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E740  STM1F867B   **  NCA YN PO202400055794002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E760  STM1A274D   **  NCA YN PO202400055620002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E760  STM1E645B   **  NCA YN PO202400055718002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E760  STM1E867B   **  NCA YN PO202400055718002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E760  STM1F645B   **  NCA YN PO202400055786002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E760  STM1F867B   **  NCA YN PO202400055786002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E770  STM1A274D   **  NCA YN PO202400055636002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E770  STM1E645B   **  NCA YN PO202400055734002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E770  STM1E867B   **  NCA YN PO202400055734002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E770  STM1F645B   **  NCA YN PO202400055802002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E770  STM1F867B   **  NCA YN PO202400055802002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E790  STM1A274D   **  NCA YN PO202400055613002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E790  STM1E645B   **  NCA YN PO202400055711002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E790  STM1F645B   **  NCA YN PO202400055779002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E790  STM1F867B   **  NCA YN PO202400055779002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E800  STM1A274D   **  NCA YN PO202400055614002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E800  STM1E645B   **  NCA YN PO202400055712002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E800  STM1F645B   **  NCA YN PO202400055780002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E800  STM1F867B   **  NCA YN PO202400055780002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E830  STM1A274D   **  NCA YN PO202400055632002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E830  STM1E645B   **  NCA YN PO202400055730002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E830  STM1F645B   **  NCA YN PO202400055798002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E830  STM1F867B   **  NCA YN PO202400055798002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E860  STM1A274D   **  NCA YN PO202400055648002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E860  STM1E645B   **  NCA YN PO202400055746002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E860  STM1F645B   **  NCA YN PO202400055814002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000E860  STM1F867B   **  NCA YN PO202400055814002000799999ENGINE ASSY,W/CLUTCH                     ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC40  STM1A274D   **  NCA YN PO202400055638002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC40  STM1E645B   **  NCA YN PO202400055736002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC40  STM1F645B   **  NCA YN PO202400055804002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC40  STM1F867B   **  NCA YN PO202400055804002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC41  STM1A481D   **  NCA YN PO202400055665002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC41  STM1E481D   **  NCA YN PO202400055763002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC41  STM1F481D   **  NCA YN PO202400055831002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC41  STM1F734F   **  NCA YN PO202400055831002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC80  STM1A274D   **  NCA YN PO202400055621002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC80  STM1E645B   **  NCA YN PO202400055719002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC80  STM1E867B   **  NCA YN PO202400055719002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC80  STM1F645B   **  NCA YN PO202400055787002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC80  STM1F867B   **  NCA YN PO202400055787002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC81  STM1A481D   **  NCA YN PO202400055663002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC81  STM1A734F   **  NCA YN PO202400055663002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC81  STM1E481D   **  NCA YN PO202400055761002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC81  STM1E734F   **  NCA YN PO202400055761002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC81  STM1F481D   **  NCA YN PO202400055829002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EC81  STM1F734F   **  NCA YN PO202400055829002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000ED40  STM1A274D   **  NCA YN PO202400055633002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000ED40  STM1E645B   **  NCA YN PO202400055731002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000ED40  STM1F645B   **  NCA YN PO202400055799002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE11  STM1A274D   **  NCA YN PO202400055654002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE11  STM1E274D   **  NCA YN PO202400055752002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE11  STM1F181B   **  NCA YN PO202400055820002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE40  STM1A274D   **  NCA YN PO202400055637002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE40  STM1E188D   **  NCA YN PO202400055735002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE40  STM1F188D   **  NCA YN PO202400055803002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE60  STM1A274D   **  NCA YN PO202400055649002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE60  STM1E188D   **  NCA YN PO202400055747002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EE60  STM1F188D   **  NCA YN PO202400055815002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EF00  STM1A274D   **  NCA YN PO202400055608002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EF00  STM1E645B   **  NCA YN PO202400055706002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EF00  STM1F645B   **  NCA YN PO202400055774002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EF00  STM1F867B   **  NCA YN PO202400055774002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1A274D   **  NCA YN PO202400055657002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1E274D   **  NCA YN PO202400055755002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1E481D   **  NCA YN PO202400055755002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1E734F   **  NCA YN PO202400055755002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1F274D   **  NCA YN PO202400055823002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1F481D   **  NCA YN PO202400055823002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG21  STM1F734F   **  NCA YN PO202400055823002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1A274D   **  NCA YN PO202400055656002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1E274D   **  NCA YN PO202400055754002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1E481D   **  NCA YN PO202400055754002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1E734F   **  NCA YN PO202400055754002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1F274D   **  NCA YN PO202400055822002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1F481D   **  NCA YN PO202400055822002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG31  STM1F734F   **  NCA YN PO202400055822002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1A274D   **  NCA YN PO202400055639002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1E274D   **  NCA YN PO202400055737002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1E481D   **  NCA YN PO202400055737002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1E734F   **  NCA YN PO202400055737002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1F274D   **  NCA YN PO202400055805002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1F481D   **  NCA YN PO202400055805002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000EG41  STM1F734F   **  NCA YN PO202400055805002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
1120000Y270  STM1A380A   **  NCA YN PO202400055685002000799999ENGINE ASSY, W/CLUTCH                    ZZ                                                                                  20240725            2024072520240725          PIECEN                           20240726WARP 20240726WARP 
